Time,ID,Bus,DataLen,INV_Fast_Torque_Command,INV_Fast_Torque_Feedback,INV_Fast_Motor_Speed,INV_Fast_DC_Bus_Voltage,
946702807.196000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.196000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.199000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.202000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.208000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.208000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.211000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.214000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.5voltage:V,
946702807.220000,0x000006D0,0,8,0torque:N.m,0.3torque:N.m,0angular_speed:rpm,240.6voltage:V,
946702807.220000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.223000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.226000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.232000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,239.7voltage:V,
946702807.232000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.236000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.239000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.244000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.7voltage:V,
946702807.244000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.247000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.250000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.256000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.256000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.259000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.262000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.268000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.268000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.7voltage:V,
946702807.271000,0x000006D0,0,8,0torque:N.m,0.2torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.274000,0x000006D0,0,8,0torque:N.m,-0.3torque:N.m,0angular_speed:rpm,239.8voltage:V,
946702807.280000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.280000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.283000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.287000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.291000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,239.8voltage:V,
946702807.292000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.295000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.298000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.303000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.304000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.307000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.311000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.315000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.6voltage:V,
946702807.316000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.319000,0x000006D0,0,8,0torque:N.m,0.2torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.322000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.6voltage:V,
946702807.328000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.328000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.331000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.334000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.5voltage:V,
946702807.341000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.343000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.346000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.352000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,239.7voltage:V,
946702807.355000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.358000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.364000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.367000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.370000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.6voltage:V,
946702807.376000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.376000,0x000006D0,0,8,0torque:N.m,0.2torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.379000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.382000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.388000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.5voltage:V,
946702807.388000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.5voltage:V,
946702807.391000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.394000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.399000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.400000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.403000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.406000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.412000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.412000,0x000006D0,0,8,0torque:N.m,-0.3torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.415000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.418000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,239.9voltage:V,
946702807.424000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.424000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.427000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.430000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.435000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.5voltage:V,
946702807.436000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.439000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.442000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.448000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.448000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.5voltage:V,
946702807.451000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.454000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.460000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.460000,0x000006D0,0,8,0torque:N.m,-0.3torque:N.m,0angular_speed:rpm,240.7voltage:V,
946702807.463000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.466000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.472000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.472000,0x000006D0,0,8,0torque:N.m,-0.5torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.475000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.5voltage:V,
946702807.478000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.484000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.6voltage:V,
946702807.487000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.491000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.496000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.496000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.499000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.502000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.508000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,239.9voltage:V,
946702807.508000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.511000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.515000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.520000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.520000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.523000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.526000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.6voltage:V,
946702807.532000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.532000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.6voltage:V,
946702807.535000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.538000,0x000006D0,0,8,0torque:N.m,0.2torque:N.m,0angular_speed:rpm,240.8voltage:V,
946702807.545000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.5voltage:V,
946702807.547000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.551000,0x000006D0,0,8,0torque:N.m,0.4torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.556000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.6voltage:V,
946702807.556000,0x000006D0,0,8,0torque:N.m,0.3torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.559000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.562000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.568000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.568000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.6voltage:V,
946702807.571000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.574000,0x000006D0,0,8,0torque:N.m,0.2torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.580000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.580000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.5voltage:V,
946702807.583000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.586000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.592000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,239.9voltage:V,
946702807.592000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.6voltage:V,
946702807.595000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.598000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.5voltage:V,
946702807.604000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.604000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.607000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.610000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.616000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.616000,0x000006D0,0,8,0torque:N.m,0.3torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.619000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.622000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.5voltage:V,
946702807.628000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.631000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.634000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.640000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,239.9voltage:V,
946702807.640000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.6voltage:V,
946702807.644000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.6voltage:V,
946702807.646000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.652000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.652000,0x000006D0,0,8,0torque:N.m,-0.3torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.655000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.659000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.664000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.664000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.667000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.671000,0x000006D0,0,8,0torque:N.m,0.2torque:N.m,0angular_speed:rpm,240.8voltage:V,
946702807.676000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.5voltage:V,
946702807.676000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.679000,0x000006D0,0,8,0torque:N.m,0.3torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.682000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.688000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.688000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.691000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.5voltage:V,
946702807.694000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.700000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.700000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.703000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.706000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.712000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.7voltage:V,
946702807.712000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.715000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.718000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.5voltage:V,
946702807.724000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.724000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.727000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.730000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.736000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.736000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.739000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.742000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.749000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.751000,0x000006D0,0,8,0torque:N.m,0.2torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.755000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.5voltage:V,
946702807.760000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,239.6voltage:V,
946702807.760000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,239.8voltage:V,
946702807.763000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.766000,0x000006D0,0,8,0torque:N.m,0.2torque:N.m,0angular_speed:rpm,240.6voltage:V,
946702807.772000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.772000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.775000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.779000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.6voltage:V,
946702807.784000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.785000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.787000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.790000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.796000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.796000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.799000,0x000006D0,0,8,0torque:N.m,0.2torque:N.m,0angular_speed:rpm,240.3voltage:V,
946702807.802000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.808000,0x000006D0,0,8,0torque:N.m,0.2torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.808000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.6voltage:V,
946702807.811000,0x000006D0,0,8,0torque:N.m,-0.2torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.815000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,239.8voltage:V,
946702807.820000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.820000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.2voltage:V,
946702807.823000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.826000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.832000,0x000006D0,0,8,0torque:N.m,-0.1torque:N.m,0angular_speed:rpm,240.4voltage:V,
946702807.832000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.5voltage:V,
946702807.835000,0x000006D0,0,8,0torque:N.m,0torque:N.m,0angular_speed:rpm,240.1voltage:V,
946702807.838000,0x000006D0,0,8,0torque:N.m,0.1torque:N.m,0angular_speed:rpm,240.4voltage:V,
