Time,ID,Bus,DataLen,Front_Left_Speed,Front_Right_Speed,
946702812.347000,0x65D,0,8,0RPM,0RPM,
946702812.358000,0x65D,0,8,0RPM,0RPM,
946702812.373000,0x65D,0,8,0RPM,0RPM,
946702812.382000,0x65D,0,8,0RPM,0RPM,
946702812.394000,0x65D,0,8,0RPM,0RPM,
946702812.397000,0x65D,0,8,0RPM,0RPM,
946702812.407000,0x65D,0,8,0RPM,0RPM,
946702812.421000,0x65D,0,8,0RPM,0RPM,
946702812.431000,0x65D,0,8,0RPM,0RPM,
946702812.444000,0x65D,0,8,0RPM,0RPM,
946702812.455000,0x65D,0,8,0RPM,0RPM,
946702812.467000,0x65D,0,8,0RPM,0RPM,
946702812.468000,0x65D,0,8,0RPM,0RPM,
946702812.491000,0x65D,0,8,0RPM,0RPM,
946702812.492000,0x65D,0,8,0RPM,0RPM,
946702812.503000,0x65D,0,8,0RPM,0RPM,
946702812.516000,0x65D,0,8,0RPM,0RPM,
946702812.517000,0x65D,0,8,0RPM,0RPM,
946702812.527000,0x65D,0,8,0RPM,0RPM,
946702812.551000,0x65D,0,8,0RPM,0RPM,
946702812.552000,0x65D,0,8,0RPM,0RPM,
946702812.564000,0x65D,0,8,0RPM,0RPM,
946702812.577000,0x65D,0,8,0RPM,0RPM,
946702812.577000,0x65D,0,8,0RPM,0RPM,
946702812.587000,0x65D,0,8,0RPM,0RPM,
946702812.599000,0x65D,0,8,0RPM,0RPM,
946702812.609000,0x65D,0,8,0RPM,0RPM,
946702812.624000,0x65D,0,8,0RPM,0RPM,
946702812.635000,0x65D,0,8,0RPM,0RPM,
946702812.637000,0x65D,0,8,0RPM,0RPM,
946702812.648000,0x65D,0,8,0RPM,0RPM,
946702812.658000,0x65D,0,8,0RPM,0RPM,
946702812.671000,0x65D,0,8,0RPM,0RPM,
946702812.685000,0x65D,0,8,0RPM,0RPM,
946702812.695000,0x65D,0,8,0RPM,0RPM,
946702812.697000,0x65D,0,8,0RPM,0RPM,
946702812.707000,0x65D,0,8,0RPM,0RPM,
946702812.732000,0x65D,0,8,0RPM,0RPM,
946702812.732000,0x65D,0,8,0RPM,0RPM,
946702812.755000,0x65D,0,8,0RPM,0RPM,
946702812.755000,0x65D,0,8,0RPM,0RPM,
946702812.757000,0x65D,0,8,0RPM,0RPM,
946702812.768000,0x65D,0,8,0RPM,0RPM,
946702812.791000,0x65D,0,8,0RPM,0RPM,
946702812.791000,0x65D,0,8,0RPM,0RPM,
946702812.803000,0x65D,0,8,0RPM,0RPM,
946702812.816000,0x65D,0,8,0RPM,0RPM,
946702812.817000,0x65D,0,8,0RPM,0RPM,
946702812.827000,0x65D,0,8,0RPM,0RPM,
946702812.839000,0x65D,0,8,0RPM,0RPM,
946702812.852000,0x65D,0,8,0RPM,0RPM,
946702812.864000,0x65D,0,8,0RPM,0RPM,
946702812.875000,0x65D,0,8,0RPM,0RPM,
946702812.877000,0x65D,0,8,0RPM,0RPM,
946702812.888000,0x65D,0,8,0RPM,0RPM,
946702812.899000,0x65D,0,8,0RPM,0RPM,
946702812.913000,0x65D,0,8,0RPM,0RPM,
946702812.923000,0x65D,0,8,0RPM,0RPM,
946702812.936000,0x65D,0,8,0RPM,0RPM,
946702812.937000,0x65D,0,8,0RPM,0RPM,
946702812.949000,0x65D,0,8,0RPM,0RPM,
946702812.959000,0x65D,0,8,0RPM,0RPM,
946702812.971000,0x65D,0,8,0RPM,0RPM,
946702812.995000,0x65D,0,8,0RPM,0RPM,
946702812.995000,0x65D,0,8,0RPM,0RPM,
946702812.997000,0x65D,0,8,0RPM,0RPM,
946702813.008000,0x65D,0,8,0RPM,0RPM,
946702813.022000,0x65D,0,8,0RPM,0RPM,
946702813.032000,0x65D,0,8,0RPM,0RPM,
946702813.044000,0x65D,0,8,0RPM,0RPM,
946702813.057000,0x65D,0,8,0RPM,0RPM,
946702813.058000,0x65D,0,8,0RPM,0RPM,
946702813.069000,0x65D,0,8,0RPM,0RPM,
946702813.080000,0x65D,0,8,0RPM,0RPM,
946702813.094000,0x65D,0,8,0RPM,0RPM,
946702813.104000,0x65D,0,8,0RPM,0RPM,
946702813.117000,0x65D,0,8,0RPM,0RPM,
946702813.118000,0x65D,0,8,0RPM,0RPM,
946702813.130000,0x65D,0,8,0RPM,0RPM,
946702813.140000,0x65D,0,8,0RPM,0RPM,
946702813.154000,0x65D,0,8,0RPM,0RPM,
946702813.165000,0x65D,0,8,0RPM,0RPM,
946702813.175000,0x65D,0,8,0RPM,0RPM,
946702813.178000,0x65D,0,8,0RPM,0RPM,
946702813.200000,0x65D,0,8,0RPM,0RPM,
946702813.202000,0x65D,0,8,0RPM,0RPM,
946702813.213000,0x65D,0,8,0RPM,0RPM,
946702813.224000,0x65D,0,8,0RPM,0RPM,
946702813.236000,0x65D,0,8,0RPM,0RPM,
946702813.238000,0x65D,0,8,0RPM,0RPM,
946702813.248000,0x65D,0,8,0RPM,0RPM,
946702813.273000,0x65D,0,8,0RPM,0RPM,
946702813.273000,0x65D,0,8,0RPM,0RPM,
946702813.284000,0x65D,0,8,0RPM,0RPM,
946702813.298000,0x65D,0,8,0RPM,0RPM,
946702813.298000,0x65D,0,8,0RPM,0RPM,
946702813.308000,0x65D,0,8,0RPM,0RPM,
946702813.322000,0x65D,0,8,0RPM,0RPM,
946702813.332000,0x65D,0,8,0RPM,0RPM,
946702813.344000,0x65D,0,8,0RPM,0RPM,
946702813.357000,0x65D,0,8,0RPM,0RPM,
946702813.358000,0x65D,0,8,0RPM,0RPM,
946702813.369000,0x65D,0,8,0RPM,0RPM,
946702813.380000,0x65D,0,8,0RPM,0RPM,
946702813.394000,0x65D,0,8,0RPM,0RPM,
946702813.403000,0x65D,0,8,0RPM,0RPM,
946702813.417000,0x65D,0,8,0RPM,0RPM,
946702813.418000,0x65D,0,8,0RPM,0RPM,
946702813.428000,0x65D,0,8,0RPM,0RPM,
946702813.441000,0x65D,0,8,0RPM,0RPM,
946702813.452000,0x65D,0,8,0RPM,0RPM,
946702813.476000,0x65D,0,8,0RPM,0RPM,
946702813.477000,0x65D,0,8,0RPM,0RPM,
946702813.478000,0x65D,0,8,0RPM,0RPM,
946702813.488000,0x65D,0,8,0RPM,0RPM,
946702813.502000,0x65D,0,8,0RPM,0RPM,
946702813.513000,0x65D,0,8,0RPM,0RPM,
946702813.523000,0x65D,0,8,0RPM,0RPM,
946702813.536000,0x65D,0,8,0RPM,0RPM,
946702813.538000,0x65D,0,8,0RPM,0RPM,
946702813.548000,0x65D,0,8,0RPM,0RPM,
946702813.573000,0x65D,0,8,0RPM,0RPM,
946702813.574000,0x65D,0,8,0RPM,0RPM,
946702813.584000,0x65D,0,8,0RPM,0RPM,
946702813.598000,0x65D,0,8,0RPM,0RPM,
946702813.598000,0x65D,0,8,0RPM,0RPM,
946702813.610000,0x65D,0,8,0RPM,0RPM,
946702813.632000,0x65D,0,8,0RPM,0RPM,
946702813.644000,0x65D,0,8,0RPM,0RPM,
946702813.656000,0x65D,0,8,0RPM,0RPM,
946702813.658000,0x65D,0,8,0RPM,0RPM,
946702813.670000,0x65D,0,8,0RPM,0RPM,
946702813.680000,0x65D,0,8,0RPM,0RPM,
946702813.692000,0x65D,0,8,0RPM,0RPM,
946702813.706000,0x65D,0,8,0RPM,0RPM,
946702813.718000,0x65D,0,8,0RPM,0RPM,
946702813.718000,0x65D,0,8,0RPM,0RPM,
946702813.728000,0x65D,0,8,0RPM,0RPM,
946702813.752000,0x65D,0,8,0RPM,0RPM,
946702813.752000,0x65D,0,8,0RPM,0RPM,
946702813.776000,0x65D,0,8,0RPM,0RPM,
946702813.776000,0x65D,0,8,0RPM,0RPM,
946702813.778000,0x65D,0,8,0RPM,0RPM,
946702813.788000,0x65D,0,8,0RPM,0RPM,
946702813.813000,0x65D,0,8,0RPM,0RPM,
946702813.814000,0x65D,0,8,0RPM,0RPM,
946702813.824000,0x65D,0,8,0RPM,0RPM,
946702813.836000,0x65D,0,8,0RPM,0RPM,
946702813.838000,0x65D,0,8,0RPM,0RPM,
946702813.849000,0x65D,0,8,0RPM,0RPM,
946702813.860000,0x65D,0,8,0RPM,0RPM,
946702813.884000,0x65D,0,8,0RPM,0RPM,
946702813.885000,0x65D,0,8,0RPM,0RPM,
946702813.896000,0x65D,0,8,0RPM,0RPM,
946702813.898000,0x65D,0,8,0RPM,0RPM,
946702813.910000,0x65D,0,8,0RPM,0RPM,
946702813.922000,0x65D,0,8,0RPM,0RPM,
946702813.933000,0x65D,0,8,0RPM,0RPM,
946702813.944000,0x65D,0,8,0RPM,0RPM,
946702813.956000,0x65D,0,8,0RPM,0RPM,
946702813.958000,0x65D,0,8,0RPM,0RPM,
946702813.980000,0x65D,0,8,0RPM,0RPM,
946702813.992000,0x65D,0,8,0RPM,0RPM,
946702814.007000,0x65D,0,8,0RPM,0RPM,
946702814.018000,0x65D,0,8,0RPM,0RPM,
946702814.019000,0x65D,0,8,0RPM,0RPM,
946702814.029000,0x65D,0,8,0RPM,0RPM,
946702814.041000,0x65D,0,8,0RPM,0RPM,
946702814.053000,0x65D,0,8,0RPM,0RPM,
946702814.065000,0x65D,0,8,0RPM,0RPM,
946702814.078000,0x65D,0,8,0RPM,0RPM,
946702814.079000,0x65D,0,8,0RPM,0RPM,
946702814.089000,0x65D,0,8,0RPM,0RPM,
946702814.101000,0x65D,0,8,0RPM,0RPM,
946702814.126000,0x65D,0,8,0RPM,0RPM,
946702814.127000,0x65D,0,8,0RPM,0RPM,
946702814.138000,0x65D,0,8,0RPM,0RPM,
946702814.139000,0x65D,0,8,0RPM,0RPM,
946702814.149000,0x65D,0,8,0RPM,0RPM,
946702814.161000,0x65D,0,8,0RPM,0RPM,
946702814.175000,0x65D,0,8,0RPM,0RPM,
946702814.184000,0x65D,0,8,0RPM,0RPM,
946702814.196000,0x65D,0,8,0RPM,0RPM,
946702814.199000,0x65D,0,8,0RPM,0RPM,
946702814.211000,0x65D,0,8,0RPM,0RPM,
946702814.222000,0x65D,0,8,0RPM,0RPM,
946702814.232000,0x65D,0,8,0RPM,0RPM,
946702814.245000,0x65D,0,8,0RPM,0RPM,
946702814.257000,0x65D,0,8,0RPM,0RPM,
946702814.259000,0x65D,0,8,0RPM,0RPM,
946702814.270000,0x65D,0,8,0RPM,0RPM,
946702814.283000,0x65D,0,8,0RPM,0RPM,
946702814.293000,0x65D,0,8,0RPM,0RPM,
946702814.305000,0x65D,0,8,0RPM,0RPM,
946702814.319000,0x65D,0,8,0RPM,0RPM,
946702814.330000,0x65D,0,8,0RPM,0RPM,
946702814.330000,0x65D,0,8,0RPM,0RPM,
946702814.341000,0x65D,0,8,0RPM,0RPM,
946702814.353000,0x65D,0,8,0RPM,0RPM,
946702814.366000,0x65D,0,8,0RPM,0RPM,
946702814.379000,0x65D,0,8,0RPM,0RPM,
946702814.379000,0x65D,0,8,0RPM,0RPM,
946702814.389000,0x65D,0,8,0RPM,0RPM,
946702814.400000,0x65D,0,8,0RPM,0RPM,
946702814.425000,0x65D,0,8,0RPM,0RPM,
946702814.425000,0x65D,0,8,0RPM,0RPM,
946702814.437000,0x65D,0,8,0RPM,0RPM,
946702814.439000,0x65D,0,8,0RPM,0RPM,
946702814.449000,0x65D,0,8,0RPM,0RPM,
946702814.461000,0x65D,0,8,0RPM,0RPM,
946702814.474000,0x65D,0,8,0RPM,0RPM,
946702814.486000,0x65D,0,8,0RPM,0RPM,
946702814.497000,0x65D,0,8,0RPM,0RPM,
946702814.499000,0x65D,0,8,0RPM,0RPM,
946702814.509000,0x65D,0,8,0RPM,0RPM,
946702814.535000,0x65D,0,8,0RPM,0RPM,
946702814.535000,0x65D,0,8,0RPM,0RPM,
946702814.546000,0x65D,0,8,0RPM,0RPM,
946702814.557000,0x65D,0,8,0RPM,0RPM,
946702814.559000,0x65D,0,8,0RPM,0RPM,
946702814.570000,0x65D,0,8,0RPM,0RPM,
946702814.594000,0x65D,0,8,0RPM,0RPM,
946702814.594000,0x65D,0,8,0RPM,0RPM,
946702814.605000,0x65D,0,8,0RPM,0RPM,
946702814.629000,0x65D,0,8,0RPM,0RPM,
946702814.629000,0x65D,0,8,0RPM,0RPM,
946702814.641000,0x65D,0,8,0RPM,0RPM,
946702814.653000,0x65D,0,8,0RPM,0RPM,
946702814.666000,0x65D,0,8,0RPM,0RPM,
946702814.677000,0x65D,0,8,0RPM,0RPM,
946702814.679000,0x65D,0,8,0RPM,0RPM,
946702814.691000,0x65D,0,8,0RPM,0RPM,
946702814.701000,0x65D,0,8,0RPM,0RPM,
946702814.714000,0x65D,0,8,0RPM,0RPM,
946702814.727000,0x65D,0,8,0RPM,0RPM,
946702814.738000,0x65D,0,8,0RPM,0RPM,
946702814.739000,0x65D,0,8,0RPM,0RPM,
946702814.750000,0x65D,0,8,0RPM,0RPM,
946702814.761000,0x65D,0,8,0RPM,0RPM,
946702814.775000,0x65D,0,8,0RPM,0RPM,
946702814.787000,0x65D,0,8,0RPM,0RPM,
946702814.797000,0x65D,0,8,0RPM,0RPM,
946702814.799000,0x65D,0,8,0RPM,0RPM,
946702814.809000,0x65D,0,8,0RPM,0RPM,
946702814.835000,0x65D,0,8,0RPM,0RPM,
946702814.835000,0x65D,0,8,0RPM,0RPM,
946702814.845000,0x65D,0,8,0RPM,0RPM,
946702814.857000,0x65D,0,8,0RPM,0RPM,
946702814.859000,0x65D,0,8,0RPM,0RPM,
946702814.870000,0x65D,0,8,0RPM,0RPM,
946702814.881000,0x65D,0,8,0RPM,0RPM,
946702814.895000,0x65D,0,8,0RPM,0RPM,
946702814.905000,0x65D,0,8,0RPM,0RPM,
946702814.919000,0x65D,0,8,0RPM,0RPM,
946702814.919000,0x65D,0,8,0RPM,0RPM,
946702814.931000,0x65D,0,8,0RPM,0RPM,
946702814.941000,0x65D,0,8,0RPM,0RPM,
946702814.953000,0x65D,0,8,0RPM,0RPM,
946702814.966000,0x65D,0,8,0RPM,0RPM,
946702814.977000,0x65D,0,8,0RPM,0RPM,
946702814.979000,0x65D,0,8,0RPM,0RPM,
946702814.991000,0x65D,0,8,0RPM,0RPM,
946702815.002000,0x65D,0,8,0RPM,0RPM,
946702815.015000,0x65D,0,8,0RPM,0RPM,
946702815.028000,0x65D,0,8,0RPM,0RPM,
946702815.038000,0x65D,0,8,0RPM,0RPM,
946702815.040000,0x65D,0,8,0RPM,0RPM,
946702815.050000,0x65D,0,8,0RPM,0RPM,
946702815.062000,0x65D,0,8,0RPM,0RPM,
946702815.075000,0x65D,0,8,0RPM,0RPM,
946702815.086000,0x65D,0,8,0RPM,0RPM,
946702815.099000,0x65D,0,8,0RPM,0RPM,
946702815.100000,0x65D,0,8,0RPM,0RPM,
946702815.111000,0x65D,0,8,0RPM,0RPM,
946702815.124000,0x65D,0,8,0RPM,0RPM,
946702815.136000,0x65D,0,8,0RPM,0RPM,
946702815.146000,0x65D,0,8,0RPM,0RPM,
946702815.157000,0x65D,0,8,0RPM,0RPM,
946702815.160000,0x65D,0,8,0RPM,0RPM,
946702815.171000,0x65D,0,8,0RPM,0RPM,
946702815.182000,0x65D,0,8,0RPM,0RPM,
946702815.196000,0x65D,0,8,0RPM,0RPM,
946702815.206000,0x65D,0,8,0RPM,0RPM,
946702815.219000,0x65D,0,8,0RPM,0RPM,
946702815.220000,0x65D,0,8,0RPM,0RPM,
946702815.232000,0x65D,0,8,0RPM,0RPM,
946702815.242000,0x65D,0,8,0RPM,0RPM,
946702815.253000,0x65D,0,8,0RPM,0RPM,
946702815.267000,0x65D,0,8,0RPM,0RPM,
946702815.278000,0x65D,0,8,0RPM,0RPM,
946702815.280000,0x65D,0,8,0RPM,0RPM,
946702815.290000,0x65D,0,8,0RPM,0RPM,
946702815.313000,0x65D,0,8,0RPM,0RPM,
946702815.316000,0x65D,0,8,0RPM,0RPM,
946702815.326000,0x65D,0,8,0RPM,0RPM,
946702815.350000,0x65D,0,8,0RPM,0RPM,
946702815.351000,0x65D,0,8,0RPM,0RPM,
946702815.363000,0x65D,0,8,0RPM,0RPM,
946702815.374000,0x65D,0,8,0RPM,0RPM,
946702815.387000,0x65D,0,8,0RPM,0RPM,
946702815.400000,0x65D,0,8,0RPM,0RPM,
946702815.400000,0x65D,0,8,0RPM,0RPM,
946702815.410000,0x65D,0,8,0RPM,0RPM,
946702815.436000,0x65D,0,8,0RPM,0RPM,
946702815.436000,0x65D,0,8,0RPM,0RPM,
946702815.446000,0x65D,0,8,0RPM,0RPM,
946702815.457000,0x65D,0,8,0RPM,0RPM,
946702815.460000,0x65D,0,8,0RPM,0RPM,
946702815.471000,0x65D,0,8,0RPM,0RPM,
946702815.482000,0x65D,0,8,0RPM,0RPM,
946702815.494000,0x65D,0,8,0RPM,0RPM,
946702815.508000,0x65D,0,8,0RPM,0RPM,
946702815.520000,0x65D,0,8,0RPM,0RPM,
946702815.520000,0x65D,0,8,0RPM,0RPM,
946702815.530000,0x65D,0,8,0RPM,0RPM,
946702815.555000,0x65D,0,8,0RPM,0RPM,
946702815.555000,0x65D,0,8,0RPM,0RPM,
946702815.567000,0x65D,0,8,0RPM,0RPM,
946702815.578000,0x65D,0,8,0RPM,0RPM,
946702815.580000,0x65D,0,8,0RPM,0RPM,
946702815.590000,0x65D,0,8,0RPM,0RPM,
946702815.604000,0x65D,0,8,0RPM,0RPM,
946702815.616000,0x65D,0,8,0RPM,0RPM,
946702815.626000,0x65D,0,8,0RPM,0RPM,
946702815.640000,0x65D,0,8,0RPM,0RPM,
946702815.640000,0x65D,0,8,0RPM,0RPM,
946702815.650000,0x65D,0,8,0RPM,0RPM,
946702815.661000,0x65D,0,8,0RPM,0RPM,
946702815.674000,0x65D,0,8,0RPM,0RPM,
946702815.686000,0x65D,0,8,0RPM,0RPM,
946702815.698000,0x65D,0,8,0RPM,0RPM,
946702815.700000,0x65D,0,8,0RPM,0RPM,
946702815.712000,0x65D,0,8,0RPM,0RPM,
946702815.724000,0x65D,0,8,0RPM,0RPM,
946702815.735000,0x65D,0,8,0RPM,0RPM,
946702815.748000,0x65D,0,8,0RPM,0RPM,
946702815.758000,0x65D,0,8,0RPM,0RPM,
946702815.760000,0x65D,0,8,0RPM,0RPM,
946702815.771000,0x65D,0,8,0RPM,0RPM,
946702815.782000,0x65D,0,8,0RPM,0RPM,
946702815.793000,0x65D,0,8,0RPM,0RPM,
946702815.808000,0x65D,0,8,0RPM,0RPM,
946702815.820000,0x65D,0,8,0RPM,0RPM,
946702815.820000,0x65D,0,8,0RPM,0RPM,
946702815.830000,0x65D,0,8,0RPM,0RPM,
946702815.855000,0x65D,0,8,0RPM,0RPM,
946702815.855000,0x65D,0,8,0RPM,0RPM,
946702815.867000,0x65D,0,8,0RPM,0RPM,
946702815.878000,0x65D,0,8,0RPM,0RPM,
946702815.880000,0x65D,0,8,0RPM,0RPM,
946702815.890000,0x65D,0,8,0RPM,0RPM,
946702815.902000,0x65D,0,8,0RPM,0RPM,
946702815.916000,0x65D,0,8,0RPM,0RPM,
946702815.927000,0x65D,0,8,0RPM,0RPM,
946702815.938000,0x65D,0,8,0RPM,0RPM,
946702815.940000,0x65D,0,8,0RPM,0RPM,
946702815.952000,0x65D,0,8,0RPM,0RPM,
946702815.962000,0x65D,0,8,0RPM,0RPM,
946702815.975000,0x65D,0,8,0RPM,0RPM,
946702815.987000,0x65D,0,8,0RPM,0RPM,
946702815.998000,0x65D,0,8,0RPM,0RPM,
946702816.001000,0x65D,0,8,0RPM,0RPM,
946702816.013000,0x65D,0,8,0RPM,0RPM,
946702816.025000,0x65D,0,8,0RPM,0RPM,
946702816.034000,0x65D,0,8,0RPM,0RPM,
946702816.049000,0x65D,0,8,0RPM,0RPM,
946702816.059000,0x65D,0,8,0RPM,0RPM,
946702816.061000,0x65D,0,8,0RPM,0RPM,
946702816.072000,0x65D,0,8,0RPM,0RPM,
946702816.084000,0x65D,0,8,0RPM,0RPM,
946702816.095000,0x65D,0,8,0RPM,0RPM,
946702816.107000,0x65D,0,8,0RPM,0RPM,
946702816.132000,0x65D,0,8,0RPM,0RPM,
946702816.132000,0x65D,0,8,0RPM,0RPM,
946702816.144000,0x65D,0,8,0RPM,0RPM,
946702816.157000,0x65D,0,8,0RPM,0RPM,
946702816.168000,0x65D,0,8,0RPM,0RPM,
946702816.180000,0x65D,0,8,0RPM,0RPM,
946702816.181000,0x65D,0,8,0RPM,0RPM,
946702816.191000,0x65D,0,8,0RPM,0RPM,
946702816.203000,0x65D,0,8,0RPM,0RPM,
946702816.227000,0x65D,0,8,0RPM,0RPM,
946702816.227000,0x65D,0,8,0RPM,0RPM,
946702816.238000,0x65D,0,8,0RPM,0RPM,
946702816.241000,0x65D,0,8,0RPM,0RPM,
946702816.253000,0x65D,0,8,0RPM,0RPM,
946702816.263000,0x65D,0,8,0RPM,0RPM,
946702816.274000,0x65D,0,8,0RPM,0RPM,
946702816.287000,0x65D,0,8,0RPM,0RPM,
946702816.299000,0x65D,0,8,0RPM,0RPM,
946702816.301000,0x65D,0,8,0RPM,0RPM,
946702816.311000,0x65D,0,8,0RPM,0RPM,
946702816.336000,0x65D,0,8,0RPM,0RPM,
946702816.336000,0x65D,0,8,0RPM,0RPM,
946702816.348000,0x65D,0,8,0RPM,0RPM,
946702816.361000,0x65D,0,8,0RPM,0RPM,
946702816.361000,0x65D,0,8,0RPM,0RPM,
946702816.373000,0x65D,0,8,0RPM,0RPM,
946702816.383000,0x65D,0,8,0RPM,0RPM,
946702816.394000,0x65D,0,8,0RPM,0RPM,
946702816.407000,0x65D,0,8,0RPM,0RPM,
946702816.432000,0x65D,0,8,0RPM,0RPM,
946702816.432000,0x65D,0,8,0RPM,0RPM,
946702816.443000,0x65D,0,8,0RPM,0RPM,
946702816.468000,0x65D,0,8,0RPM,0RPM,
946702816.468000,0x65D,0,8,0RPM,0RPM,
946702816.479000,0x65D,0,8,0RPM,0RPM,
946702816.481000,0x65D,0,8,0RPM,0RPM,
946702816.492000,0x65D,0,8,0RPM,0RPM,
946702816.503000,0x65D,0,8,0RPM,0RPM,
946702816.514000,0x65D,0,8,0RPM,0RPM,
946702816.528000,0x65D,0,8,0RPM,0RPM,
946702816.540000,0x65D,0,8,0RPM,0RPM,
946702816.541000,0x65D,0,8,0RPM,0RPM,
946702816.552000,0x65D,0,8,0RPM,0RPM,
946702816.576000,0x65D,0,8,0RPM,0RPM,
946702816.576000,0x65D,0,8,0RPM,0RPM,
946702816.587000,0x65D,0,8,0RPM,0RPM,
946702816.599000,0x65D,0,8,0RPM,0RPM,
946702816.601000,0x65D,0,8,0RPM,0RPM,
946702816.611000,0x65D,0,8,0RPM,0RPM,
946702816.637000,0x65D,0,8,0RPM,0RPM,
946702816.637000,0x65D,0,8,0RPM,0RPM,
946702816.647000,0x65D,0,8,0RPM,0RPM,
946702816.661000,0x65D,0,8,0RPM,0RPM,
946702816.661000,0x65D,0,8,0RPM,0RPM,
946702816.673000,0x65D,0,8,0RPM,0RPM,
946702816.684000,0x65D,0,8,0RPM,0RPM,
946702816.695000,0x65D,0,8,0RPM,0RPM,
946702816.707000,0x65D,0,8,0RPM,0RPM,
946702816.720000,0x65D,0,8,0RPM,0RPM,
946702816.721000,0x65D,0,8,0RPM,0RPM,
946702816.733000,0x65D,0,8,0RPM,0RPM,
946702816.743000,0x65D,0,8,0RPM,0RPM,
946702816.755000,0x65D,0,8,0RPM,0RPM,
946702816.779000,0x65D,0,8,0RPM,0RPM,
946702816.780000,0x65D,0,8,0RPM,0RPM,
946702816.781000,0x65D,0,8,0RPM,0RPM,
946702816.791000,0x65D,0,8,0RPM,0RPM,
946702816.803000,0x65D,0,8,0RPM,0RPM,
946702816.814000,0x65D,0,8,0RPM,0RPM,
946702816.829000,0x65D,0,8,0RPM,0RPM,
946702816.839000,0x65D,0,8,0RPM,0RPM,
946702816.841000,0x65D,0,8,0RPM,0RPM,
946702816.851000,0x65D,0,8,0RPM,0RPM,
946702816.877000,0x65D,0,8,0RPM,0RPM,
946702816.877000,0x65D,0,8,0RPM,0RPM,
946702816.887000,0x65D,0,8,0RPM,0RPM,
946702816.899000,0x65D,0,8,0RPM,0RPM,
946702816.901000,0x65D,0,8,0RPM,0RPM,
946702816.912000,0x65D,0,8,0RPM,0RPM,
946702816.924000,0x65D,0,8,0RPM,0RPM,
946702816.937000,0x65D,0,8,0RPM,0RPM,
946702816.947000,0x65D,0,8,0RPM,0RPM,
946702816.958000,0x65D,0,8,0RPM,0RPM,
946702816.961000,0x65D,0,8,0RPM,0RPM,
946702816.983000,0x65D,0,8,0RPM,0RPM,
946702816.983000,0x65D,0,8,0RPM,0RPM,
946702816.996000,0x65D,0,8,0RPM,0RPM,
946702817.007000,0x65D,0,8,0RPM,0RPM,
946702817.021000,0x65D,0,8,0RPM,0RPM,
946702817.022000,0x65D,0,8,0RPM,0RPM,
946702817.034000,0x65D,0,8,0RPM,0RPM,
946702817.044000,0x65D,0,8,0RPM,0RPM,
946702817.055000,0x65D,0,8,0RPM,0RPM,
946702817.081000,0x65D,0,8,0RPM,0RPM,
946702817.081000,0x65D,0,8,0RPM,0RPM,
946702817.082000,0x65D,0,8,0RPM,0RPM,
946702817.093000,0x65D,0,8,0RPM,0RPM,
946702817.104000,0x65D,0,8,0RPM,0RPM,
946702817.115000,0x65D,0,8,0RPM,0RPM,
946702817.128000,0x65D,0,8,0RPM,0RPM,
946702817.142000,0x65D,0,8,0RPM,0RPM,
946702817.143000,0x65D,0,8,0RPM,0RPM,
946702817.152000,0x65D,0,8,0RPM,0RPM,
946702817.164000,0x65D,0,8,0RPM,0RPM,
946702817.188000,0x65D,0,8,0RPM,0RPM,
946702817.189000,0x65D,0,8,0RPM,0RPM,
946702817.200000,0x65D,0,8,0RPM,0RPM,
946702817.202000,0x65D,0,8,0RPM,0RPM,
946702817.213000,0x65D,0,8,0RPM,0RPM,
946702817.237000,0x65D,0,8,0RPM,0RPM,
946702817.238000,0x65D,0,8,0RPM,0RPM,
946702817.248000,0x65D,0,8,0RPM,0RPM,
946702817.261000,0x65D,0,8,0RPM,0RPM,
946702817.262000,0x65D,0,8,0RPM,0RPM,
946702817.284000,0x65D,0,8,0RPM,0RPM,
946702817.285000,0x65D,0,8,0RPM,0RPM,
946702817.296000,0x65D,0,8,0RPM,0RPM,
946702817.307000,0x65D,0,8,0RPM,0RPM,
946702817.321000,0x65D,0,8,0RPM,0RPM,
946702817.322000,0x65D,0,8,0RPM,0RPM,
946702817.333000,0x65D,0,8,0RPM,0RPM,
946702817.355000,0x65D,0,8,0RPM,0RPM,
946702817.355000,0x65D,0,8,0RPM,0RPM,
946702817.369000,0x65D,0,8,0RPM,0RPM,
946702817.382000,0x65D,0,8,0RPM,0RPM,
946702817.382000,0x65D,0,8,0RPM,0RPM,
946702817.392000,0x65D,0,8,0RPM,0RPM,
946702817.404000,0x65D,0,8,0RPM,0RPM,
946702817.418000,0x65D,0,8,0RPM,0RPM,
946702817.429000,0x65D,0,8,0RPM,0RPM,
946702817.442000,0x65D,0,8,0RPM,0RPM,
946702817.442000,0x65D,0,8,0RPM,0RPM,
946702817.452000,0x65D,0,8,0RPM,0RPM,
946702817.464000,0x65D,0,8,0RPM,0RPM,
946702817.488000,0x65D,0,8,0RPM,0RPM,
946702817.489000,0x65D,0,8,0RPM,0RPM,
946702817.500000,0x65D,0,8,0RPM,0RPM,
946702817.502000,0x65D,0,8,0RPM,0RPM,
946702817.512000,0x65D,0,8,0RPM,0RPM,
946702817.537000,0x65D,0,8,0RPM,0RPM,
946702817.538000,0x65D,0,8,0RPM,0RPM,
946702817.549000,0x65D,0,8,0RPM,0RPM,
946702817.560000,0x65D,0,8,0RPM,0RPM,
946702817.562000,0x65D,0,8,0RPM,0RPM,
946702817.573000,0x65D,0,8,0RPM,0RPM,
