# Logger type: CL2000
# HW rev: 8.2x
# FW rev: 5.86
# Logger ID: id0001
# Session No.: 139
# Split No.: 1
# Time: 20250130T170357
# Value separator: ";"
# Time format: 4
# Time separator: ""
# Time separator ms: ""
# Date separator: ""
# Time and date separator: "T"
# Bit-rate: 500000
# Silent mode: false
# Cyclic mode: false
Timestamp;Type;ID;Data
30T170357523;1;6e0;0000000000000000
30T170357523;1;5e0;0000000001000000
30T170357527;0;65d;0000000000000000
30T170357528;0;65e;0000000000000000
30T170357533;1;6e0;0000000000000000
30T170357533;1;5e0;0000000001000000
30T170357537;0;65d;0000000000000000
30T170357538;0;65e;0000000000000000
30T170357543;1;6e0;0000000000000000
30T170357543;1;5e0;0000000001000000
30T170357547;0;752;0000000000000000
30T170357547;0;65d;0000000000000000
30T170357547;0;65e;0000000000000000
30T170357553;0;751;0000000201000000
30T170357553;1;6e0;0000000000000000
30T170357553;1;5e0;0000000001000000
30T170357557;0;65d;0000000000000000
30T170357557;0;65e;0000000000000000
30T170357563;1;6e0;0000000000000000
30T170357563;1;5e0;0000000001000000
30T170357567;0;65d;0000000000000000
30T170357567;0;65e;0000000000000000
30T170357573;1;6e0;0000000000000000
30T170357573;1;5e0;0000000001000000
30T170357577;0;65d;0000000000000000
30T170357577;0;65e;0000000000000000
30T170357580;0;752;0000000000000000
30T170357583;1;6e0;0000000000000000
30T170357583;1;5e0;0000000001000000
30T170357587;0;65d;0000000000000000
30T170357587;0;65e;0000000000000000
30T170357593;1;6e0;0000000000000000
30T170357593;1;5e0;0000000001000000
30T170357597;0;65d;0000000000000000
30T170357597;0;65e;0000000000000000
30T170357602;0;751;0000000201000000
30T170357603;1;6e0;0000000000000000
30T170357603;1;5e0;0000000001000000
30T170357606;0;65d;0000000000000000
30T170357607;0;65e;0000000000000000
30T170357613;0;752;0000000000000000
30T170357613;1;6e0;0000000000000000
30T170357613;1;5e0;0000000001000000
30T170357616;0;65d;0000000000000000
30T170357617;0;65e;0000000000000000
30T170357622;1;6e0;0000000000000000
30T170357623;1;5e0;0000000001000000
30T170357626;0;65d;0000000000000000
30T170357626;0;65e;0000000000000000
30T170357632;1;6e0;0000000000000000
30T170357633;1;5e0;0000000001000000
30T170357636;0;65d;0000000000000000
30T170357637;0;65e;0000000000000000
30T170357642;1;6e0;0000000000000000
30T170357643;1;5e0;0000000001000000
30T170357645;0;752;0000000000000000
30T170357649;0;65d;0000000000000000
30T170357649;0;65e;0000000000000000
30T170357652;0;751;0000000201000000
30T170357653;1;6e0;0000000000000000
30T170357653;1;5e0;0000000001000000
30T170357656;0;65d;0000000000000000
30T170357656;0;65e;0000000000000000
30T170357662;1;6e0;0000000000000000
30T170357663;1;5e0;0000000001000000
30T170357666;0;65d;0000000000000000
30T170357666;0;65e;0000000000000000
30T170357672;1;6e0;0000000000000000
30T170357673;1;5e0;0000000001000000
30T170357676;0;65d;0000000000000000
30T170357676;0;65e;0000000000000000
30T170357678;0;752;0000000000000000
30T170357682;1;6e0;0000000000000000
30T170357683;1;5e0;0000000001000000
30T170357686;0;65d;0000000000000000
30T170357686;0;65e;0000000000000000
30T170357692;1;6e0;0000000000000000
30T170357693;1;5e0;0000000001000000
30T170357696;0;65d;0000000000000000
30T170357696;0;65e;0000000000000000
30T170357702;0;751;0000000201000000
30T170357702;1;6e0;0000000000000000
30T170357703;1;5e0;0000000001000000
30T170357706;0;65d;0000000000000000
30T170357706;0;65e;0000000000000000
30T170357711;0;752;0000000000000000
30T170357712;1;6e0;0000000000000000
30T170357712;1;5e0;0000000001000000
30T170357716;0;65d;0000000000000000
30T170357716;0;65e;0000000000000000
30T170357722;1;6e0;0000000000000000
30T170357722;1;5e0;0000000001000000
30T170357725;0;65d;0000000000000000
30T170357725;0;65e;0000000000000000
30T170357732;1;6e0;0000000000000000
30T170357732;1;5e0;0000000001000000
30T170357735;0;65d;0000000000000000
30T170357735;0;65e;0000000000000000
30T170357742;1;6e0;0000000000000000
30T170357742;1;5e0;0000000001000000
30T170357744;0;752;0000000000000000
30T170357745;0;65d;0000000000000000
30T170357746;0;65e;0000000000000000
30T170357752;0;751;0000000201000000
30T170357752;1;6e0;0000000000000000
30T170357752;1;5e0;0000000001000000
30T170357755;0;65d;0000000000000000
30T170357755;0;65e;0000000000000000
30T170357762;1;6e0;0000000000000000
30T170357762;1;5e0;0000000001000000
30T170357765;0;65d;0000000000000000
30T170357765;0;65e;0000000000000000
30T170357772;1;6e0;0000000000000000
30T170357772;1;5e0;0000000001000000
30T170357775;0;65d;0000000000000000
30T170357775;0;65e;0000000000000000
30T170357777;0;752;0000000000000000
30T170357782;1;6e0;0000000000000000
30T170357782;1;5e0;0000000001000000
30T170357785;0;65d;0000000000000000
30T170357785;0;65e;0000000000000000
30T170357792;1;6e0;0000000000000000
30T170357792;1;5e0;0000000001000000
30T170357795;0;65d;0000000000000000
30T170357795;0;65e;0000000000000000
30T170357802;0;751;0000000201000000
30T170357802;1;6e0;0000000000000000
30T170357802;1;5e0;0000000001000000
30T170357804;0;65d;0000000000000000
30T170357805;0;65e;0000000000000000
30T170357810;0;752;0000000000000000
30T170357812;1;6e0;0000000000000000
30T170357812;1;5e0;0000000001000000
30T170357814;0;65d;0000000000000000
30T170357815;0;65e;0000000000000000
30T170357822;1;6e0;0000000000000000
30T170357822;1;5e0;0000000001000000
30T170357824;0;65d;0000000000000000
