Data Set 6:Time(s),Data Set 6:Angle(rad),Data Set 6:Velocity(rad/s),Data Set 6:Acceleration(rad/s²),,,,,,,,,,,,,,,,,,,,
5.2000000000000000,10.332345477329900,10.956785275321900,-33.936945543006700,,,,,,,,,,,,,,,,,,,,
5.2050000000000000,10.384705336167700,10.956785275321900,34.47562721832890,,,,,,,,,,,,,,,,,,,,
5.21,10.437065195005600,11.732486887734100,34.475627218312000,,,,,,,,,,,,,,,,,,,,
5.2150000000000000,10.506878340122700,11.73248688773410,-34.475627218346800,,,,,,,,,,,,,,,,,,,,
5.2200000000000000,10.559238198960500,10.956785275321700,-33.936945543079400,,,,,,,,,,,,,,,,,,,,
5.2250000000000000,10.611598057798300,10.95678527532120,37.707717270005500,,,,,,,,,,,,,,,,,,,,
5.2300000000000000,10.663957916636100,11.73248688773340,49.558714126360700,,,,,,,,,,,,,,,,,,,,
5.2350000000000000,10.733771061753200,11.829449589285400,-1.616045025806510,,,,,,,,,,,,,,,,,,,,
5.2400000000000000,10.786130920591000,11.247673379976500,17.776495284473900,,,,,,,,,,,,,,,,,,,,
5.2450000000000000,10.838490779428900,11.926412290837200,49.55871412634050,,,,,,,,,,,,,,,,,,,,
5.25,10.908303924546000,12.120337693940200,17.776495284442800,,,,,,,,,,,,,,,,,,,,
5.2550000000000000,10.960663783383800,12.120337693940200,-17.237813609172500,,,,,,,,,,,,,,,,,,,,
5.2600000000000000,11.030476928500900,11.926412290837100,-45.787942399360700,,,,,,,,,,,,,,,,,,,,
5.2650000000000000,11.082836787338700,11.247673379976300,0.53868167523626500,,,,,,,,,,,,,,,,,,,,
5.2700000000000000,11.135196646176500,11.926412290836400,49.020032451013900,,,,,,,,,,,,,,,,,,,,
5.2750000000000000,11.205009791293600,12.120337693939400,32.320900517201200,,,,,,,,,,,,,,,,,,,,
5.2800000000000000,11.257369650131400,12.217300395491500,15.083086908061600,,,,,,,,,,,,,,,,,,,,
5.2850000000000000,11.327182795248500,12.217300395491600,3.2320900517416200,,,,,,,,,,,,,,,,,,,,
5.29,11.379542654086300,12.217300395491600,0.53868167529537400,,,,,,,,,,,,,,,,,,,,
5.2950000000000000,11.449355799203400,12.217300395491700,-4.14483262526734E-12,,,,,,,,,,,,,,,,,,,,
5.3000000000000000,11.501715658041300,12.217300395491700,-2.59742844516752E-11,,,,,,,,,,,,,,,,,,,,
5.3050000000000000,11.571528803158300,12.21730039549150,-4.91162666094174E-11,,,,,,,,,,,,,,,,,,,,
5.3100000000000000,11.623888661996200,12.217300395490900,-3.02079349189101E-11,,,,,,,,,,,,,,,,,,,,
5.3150000000000000,11.693701807113300,12.217300395490900,3.05632062867902E-11,,,,,,,,,,,,,,,,,,,,
5.3200000000000000,11.746061665951100,12.21730039549150,0.53868167533680700,,,,,,,,,,,,,,,,,,,,
5.3250000000000000,11.815874811068200,12.217300395491700,3.2320900517466300,,,,,,,,,,,,,,,,,,,,
5.3300000000000000,11.868234669906000,12.217300395491700,15.083086908024100,,,,,,,,,,,,,,,,,,,,
5.335,11.93804781502310,12.314263097043300,21.331794341325200,,,,,,,,,,,,,,,,,,,,
5.3400000000000000,11.990407673860900,12.50818850014620,50.205132136648900,,,,,,,,,,,,,,,,,,,,
5.3450000000000000,12.060220818978000,13.186927411006700,14.759877902791400,,,,,,,,,,,,,,,,,,,,
5.3500000000000000,12.1300339640951,12.605151201697000,-16.160450258616700,,,,,,,,,,,,,,,,,,,,
5.3550000000000000,12.182393822932900,12.605151201697000,19.931221985620200,,,,,,,,,,,,,,,,,,,,
5.3600000000000000,12.252206968050000,13.186927411006700,5.14452677988533E-11,,,,,,,,,,,,,,,,,,,,
5.3650000000000000,12.322020113167100,12.60515120169780,-19.392540310275100,,,,,,,,,,,,,,,,,,,,
5.3700000000000000,12.374379972004900,12.605151201697800,19.39254031031640,,,,,,,,,,,,,,,,,,,,
5.375,12.444193117122000,13.186927411007000,0,,,,,,,,,,,,,,,,,,,,
5.3800000000000000,12.514006262239100,12.605151201697800,-19.392540310316400,,,,,,,,,,,,,,,,,,,,
5.3850000000000000,12.566366121076900,12.60515120169780,19.93122198556100,,,,,,,,,,,,,,,,,,,,
5.3900000000000000,12.636179266194000,13.186927411006700,3.7707717269504500,,,,,,,,,,,,,,,,,,,,
5.3950000000000000,12.705992411311100,12.605151201697000,-1.616045025892380,,,,,,,,,,,,,,,,,,,,
5.4000000000000000,12.758352270148900,12.702113903248500,63.564437683798100,,,,,,,,,,,,,,,,,,,,
5.4050000000000000,12.82816541526600,13.574778217212700,66.796527735546100,,,,,,,,,,,,,,,,,,,,
5.4100000000000000,12.897978560383100,13.768703620316000,0.53868167532166800,,,,,,,,,,,,,,,,,,,,
5.415,12.967791705500200,13.574778217213000,-63.025756008478700,,,,,,,,,,,,,,,,,,,,
5.4200000000000000,13.037604850617300,12.702113903249300,-45.249260724053800,,,,,,,,,,,,,,,,,,,,
5.4250000000000000,13.089964709455100,12.702113903249300,49.558714126301300,,,,,,,,,,,,,,,,,,,,
5.4300000000000000,13.159777854572200,13.574778217212800,80.802251292875500,,,,,,,,,,,,,,,,,,,,
5.4350000000000000,13.229590999689300,13.8656663218667,43.633215698142900,,,,,,,,,,,,,,,,,,,,
5.4400000000000000,13.299404144806400,13.962629023418200,3.46784329647338E-11,,,,,,,,,,,,,,,,,,,,
5.4450000000000000,13.369217289923500,13.865666321867300,-43.633215698122400,,,,,,,,,,,,,,,,,,,,
5.4500000000000000,13.439030435040600,13.57477821721300,-80.802251292901000,,,,,,,,,,,,,,,,,,,,
5.4550000000000000,13.508843580157700,12.702113903249300,-49.020032451037100,,,,,,,,,,,,,,,,,,,,
5.46,13.561203438995500,12.702113903249300,49.020032451038800,,,,,,,,,,,,,,,,,,,,
5.4650000000000000,13.631016584112600,13.574778217213000,81.340932968190200,,,,,,,,,,,,,,,,,,,,
5.4700000000000000,13.700829729229700,13.865666321867400,47.403987425129300,,,,,,,,,,,,,,,,,,,,
5.4750000000000000,13.770642874346800,13.96262902341820,18.315176959693100,,,,,,,,,,,,,,,,,,,,
5.4800000000000000,13.840456019463900,13.962629023418200,3.7707717270334500,,,,,,,,,,,,,,,,,,,,
5.4850000000000000,13.910269164581000,13.962629023418800,0.53868167534408000,,,,,,,,,,,,,,,,,,,,
5.4900000000000000,13.980082309698100,13.962629023419000,3.82706212399683E-11,,,,,,,,,,,,,,,,,,,,
5.4950000000000000,14.049895454815200,13.962629023419100,1.43194098553879E-11,,,,,,,,,,,,,,,,,,,,
5.5,14.119708599932300,13.962629023419100,-1.66780169921472E-12,,,,,,,,,,,,,,,,,,,,
5.5050000000000000,14.189521745049400,13.962629023419100,-1.7220792693075E-11,,,,,,,,,,,,,,,,,,,,
5.5100000000000000,14.259334890166500,13.962629023419000,-3.36915680539587E-11,,,,,,,,,,,,,,,,,,,,
5.5150000000000000,14.329148035283600,13.96262902341880,-5.28663532703735E-11,,,,,,,,,,,,,,,,,,,,
5.5200000000000000,14.398961180400700,13.96262902341820,-3.15698084957835E-11,,,,,,,,,,,,,,,,,,,,
5.5250000000000000,14.468774325517800,13.96262902341830,3.60896497871462E-11,,,,,,,,,,,,,,,,,,,,
5.5300000000000000,14.538587470634800,13.96262902341890,5.66361772295452E-11,,,,,,,,,,,,,,,,,,,,
5.5350000000000000,14.60840061575190,13.962629023419100,-0.53868167525608100,,,,,,,,,,,,,,,,,,,,
5.54,14.678213760869000,13.962629023419100,-3.2320900517119800,,,,,,,,,,,,,,,,,,,,
5.5450000000000000,14.748026905986100,13.962629023419000,-14.544405232739800,,,,,,,,,,,,,,,,,,,,
5.5500000000000000,14.817840051103200,13.865666321867500,-29.627492140770600,,,,,,,,,,,,,,,,,,,,
5.5550000000000000,14.887653196220300,13.671740918764300,-37.707717270089800,,,,,,,,,,,,,,,,,,,,
5.5600000000000000,14.95746634133740,13.089964709454600,14.005723557404400,,,,,,,,,,,,,,,,,,,,
5.5650000000000000,15.009826200175200,13.8656663218667,50.63607747692900,,,,,,,,,,,,,,,,,,,,
5.5700000000000000,15.097092631571600,14.447442531176400,-49.020032450992000,,,,,,,,,,,,,,,,,,,,
5.5750000000000000,15.166905776688700,12.99300200790380,-82.956977994045500,,,,,,,,,,,,,,,,,,,,
5.5800000000000000,15.219265635526500,12.79907660480090,19.931221985604700,,,,,,,,,,,,,,,,,,,,
5.585,15.289078780643600,13.574778217213100,66.796527735486300,,,,,,,,,,,,,,,,,,,,
5.5900000000000000,15.358891925760700,13.865666321867600,44.171897373439200,,,,,,,,,,,,,,,,,,,,
5.5950000000000000,15.428705070877800,13.96262902341890,17.776495284387500,,,,,,,,,,,,,,,,,,,,
5.6000000000000000,15.49851821599490,13.96262902341830,3.7707717269671300,,,,,,,,,,,,,,,,,,,,
5.6050000000000000,15.568331361112000,13.96262902341820,0.5386816753177310,,,,,,,,,,,,,,,,,,,,
5.6100000000000000,15.638144506229100,13.96262902341880,5.28663532703735E-11,,,,,,,,,,,,,,,,,,,,
5.6150000000000000,15.707957651346200,13.962629023419000,3.37507799486053E-11,,,,,,,,,,,,,,,,,,,,
5.6200000000000000,15.777770796463300,13.962629023419100,1.75069835172006E-11,,,,,,,,,,,,,,,,,,,,
5.625,15.847583941580400,13.962629023419100,2.84217094304046E-12,,,,,,,,,,,,,,,,,,,,
5.6300000000000000,15.917397086697500,13.962629023419100,-1.28785870856521E-11,,,,,,,,,,,,,,,,,,,,
5.6350000000000000,15.987210231814500,13.962629023419100,-3.78462693283338E-11,,,,,,,,,,,,,,,,,,,,
5.6400000000000000,16.057023376931600,13.962629023418800,-6.4244905691643E-11,,,,,,,,,,,,,,,,,,,,
5.6450000000000000,16.126836522048700,13.962629023418100,-3.53198951567393E-11,,,,,,,,,,,,,,,,,,,,
5.6500000000000000,16.196649667165800,13.962629023418200,4.63135702628048E-11,,,,,,,,,,,,,,,,,,,,
5.6550000000000000,16.266462812282900,13.962629023418900,6.65837755301867E-11,,,,,,,,,,,,,,,,,,,,
5.6600000000000000,16.336275957400000,13.962629023419200,2.61815260829385E-11,,,,,,,,,,,,,,,,,,,,
5.665,16.406089102517100,13.962629023419100,4.63826508065631E-13,,,,,,,,,,,,,,,,,,,,
5.6700000000000000,16.475902247634200,13.962629023419000,-9.27653016131262E-12,,,,,,,,,,,,,,,,,,,,
5.6750000000000000,16.545715392751300,13.962629023419100,-3.32869534405397E-11,,,,,,,,,,,,,,,,,,,,
5.6800000000000000,16.615528537868400,13.962629023418800,-5.88467546296879E-11,,,,,,,,,,,,,,,,,,,,
5.6850000000000000,16.685341682985500,13.962629023418200,-2.49676822426797E-11,,,,,,,,,,,,,,,,,,,,
5.6900000000000000,16.755154828102600,13.962629023418300,4.22082122339688E-11,,,,,,,,,,,,,,,,,,,,
5.6950000000000000,16.824967973219700,13.962629023418900,5.02412926077041E-11,,,,,,,,,,,,,,,,,,,,
5.7000000000000000,16.894781118336800,13.962629023419000,2.34183043327603E-11,,,,,,,,,,,,,,,,,,,,
5.7050000000000000,16.964594263453900,13.962629023419000,1.15265821578863E-11,,,,,,,,,,,,,,,,,,,,
5.71,17.03440740857100,13.962629023419200,-1.03127383176295E-11,,,,,,,,,,,,,,,,,,,,
5.7150000000000000,17.104220553688100,13.962629023419000,0.53868167525185800,,,,,,,,,,,,,,,,,,,,
5.7200000000000000,17.174033698805100,13.962629023418800,3.7707717269555800,,,,,,,,,,,,,,,,,,,,
5.7250000000000000,17.243846843922200,13.962629023418300,18.315176959703800,,,,,,,,,,,,,,,,,,,,
5.7300000000000000,17.313659989039300,14.059591724969800,47.403987425213700,,,,,,,,,,,,,,,,,,,,
5.7350000000000000,17.383473134156400,14.350479829624900,81.340932968270700,,,,,,,,,,,,,,,,,,,,
5.7400000000000000,17.453286279273500,15.223144143588800,49.020032451084300,,,,,,,,,,,,,,,,,,,,
5.7450000000000000,17.540552710669900,15.223144143589000,-49.020032451036500,,,,,,,,,,,,,,,,,,,,
5.75,17.610365855787000,14.350479829625100,-81.340932968227700,,,,,,,,,,,,,,,,,,,,
5.7550000000000000,17.680179000904100,14.059591724970600,-47.403987425198500,,,,,,,,,,,,,,,,,,,,
5.7600000000000000,17.749992146021200,13.962629023419100,-3.24283809681629E-11,,,,,,,,,,,,,,,,,,,,
5.7650000000000000,17.81980529113830,13.962629023418800,-5.85408265073467E-11,,,,,,,,,,,,,,,,,,,,
5.7700000000000000,17.889618436255400,13.962629023418200,-2.49282076462486E-11,,,,,,,,,,,,,,,,,,,,
5.7750000000000000,17.959431581372500,13.962629023418300,4.22082122339688E-11,,,,,,,,,,,,,,,,,,,,
5.7800000000000000,18.029244726489600,13.962629023418900,0.53868167533647100,,,,,,,,,,,,,,,,,,,,
5.7850000000000000,18.099057871606600,13.962629023419000,3.7707717270270800,,,,,,,,,,,,,,,,,,,,
5.79,18.168871016723700,13.962629023419000,18.315176959743700,,,,,,,,,,,,,,,,,,,,
5.7950000000000000,18.238684161840800,14.059591724970700,47.403987425178100,,,,,,,,,,,,,,,,,,,,
5.8000000000000000,18.308497306957900,14.350479829625100,81.340932968184000,,,,,,,,,,,,,,,,,,,,
5.8050000000000000,18.37831045207500,15.223144143588600,49.020032450990200,,,,,,,,,,,,,,,,,,,,
5.8100000000000000,18.465576883471400,15.223144143588000,-49.020032451078800,,,,,,,,,,,,,,,,,,,,
5.8150000000000000,18.535390028588500,14.350479829624200,-81.340932968179100,,,,,,,,,,,,,,,,,,,,
5.8200000000000000,18.605203173705600,14.059591724970300,-46.865305749832500,,,,,,,,,,,,,,,,,,,,
5.8250000000000000,18.675016318822700,13.962629023419200,-14.544405232686800,,,,,,,,,,,,,,,,,,,,
5.8300000000000000,18.744829463939800,13.962629023419200,14.544405232731700,,,,,,,,,,,,,,,,,,,,
5.835,18.814642609056900,14.059591724970600,46.865305749882600,,,,,,,,,,,,,,,,,,,,
5.8400000000000000,18.884455754174000,14.350479829625100,81.340932968188900,,,,,,,,,,,,,,,,,,,,
5.8450000000000000,18.954268899291000,15.223144143588700,49.020032450985400,,,,,,,,,,,,,,,,,,,,
5.8500000000000000,19.041535330687400,15.223144143587900,-49.020032451083600,,,,,,,,,,,,,,,,,,,,
5.8550000000000000,19.111348475804500,14.350479829624200,-80.80225129288790,,,,,,,,,,,,,,,,,,,,
5.8600000000000000,19.181161620921600,14.059591724970400,-43.633215698125100,,,,,,,,,,,,,,,,,,,,
5.8650000000000000,19.250974766038700,13.962629023419000,3.06224181814393E-11,,,,,,,,,,,,,,,,,,,,
5.8700000000000000,19.32078791115580,14.059591724970600,43.633215698203100,,,,,,,,,,,,,,,,,,,,
5.875,19.390601056272900,14.350479829625300,80.802251292938100,,,,,,,,,,,,,,,,,,,,
5.8800000000000000,19.46041420139000,15.223144143588800,49.020032451034800,,,,,,,,,,,,,,,,,,,,
5.8850000000000000,19.547680632786300,15.223144143588800,-49.020032451073200,,,,,,,,,,,,,,,,,,,,
5.8900000000000000,19.617493777903400,14.350479829625000,-80.802251292986900,,,,,,,,,,,,,,,,,,,,
5.8950000000000000,19.687306923020500,14.059591724969800,-43.633215698225200,,,,,,,,,,,,,,,,,,,,
5.9000000000000000,19.757120068137600,13.962629023418200,2.52143984703742E-11,,,,,,,,,,,,,,,,,,,,
5.9050000000000000,19.826933213254700,14.059591724970300,43.633215698244000,,,,,,,,,,,,,,,,,,,,
5.9100000000000000,19.896746358371800,14.350479829625200,80.802251292970200,,,,,,,,,,,,,,,,,,,,
5.915,19.966559503488900,15.223144143588800,49.020032451055200,,,,,,,,,,,,,,,,,,,,
5.9200000000000000,20.053825934885300,15.223144143588800,-48.481350775769000,,,,,,,,,,,,,,,,,,,,
5.9250000000000000,20.123639080002400,14.350479829625200,-77.570161241252800,,,,,,,,,,,,,,,,,,,,
5.9300000000000000,20.193452225119500,14.059591724970300,-29.088810465516000,,,,,,,,,,,,,,,,,,,,
5.9350000000000000,20.26326537023660,14.059591724969700,29.088810465429800,,,,,,,,,,,,,,,,,,,,
5.9400000000000000,20.333078515353700,14.350479829624400,77.570161241255700,,,,,,,,,,,,,,,,,,,,
5.9450000000000000,20.40289166047080,15.223144143588700,48.481350775813200,,,,,,,,,,,,,,,,,,,,
5.9500000000000000,20.490158091867100,15.223144143588800,-49.020032451024500,,,,,,,,,,,,,,,,,,,,
5.9550000000000000,20.559971236984200,14.350479829625100,-80.802251292925800,,,,,,,,,,,,,,,,,,,,
5.96,20.629784382101300,14.059591724970700,-43.633215698197200,,,,,,,,,,,,,,,,,,,,
5.9650000000000000,20.699597527218400,13.962629023419000,-3.80929855560283E-11,,,,,,,,,,,,,,,,,,,,
5.9700000000000000,20.769410672335500,14.059591724970300,47.403987425130500,,,,,,,,,,,,,,,,,,,,
5.9750000000000000,20.839223817452600,14.350479829624300,81.340932968178300,,,,,,,,,,,,,,,,,,,,
5.9800000000000000,20.909036962569700,15.223144143587900,49.020032451078500,,,,,,,,,,,,,,,,,,,,
5.9850000000000000,20.996303393966000,15.223144143588600,-49.020032450975900,,,,,,,,,,,,,,,,,,,,
5.9900000000000000,21.066116539083100,14.350479829625200,-81.340932968180000,,,,,,,,,,,,,,,,,,,,
5.9950000000000000,21.135929684200200,14.059591724970700,-47.403987425184100,,,,,,,,,,,,,,,,,,,,
6,21.205742829317300,13.962629023419100,-17.776495284456200,,,,,,,,,,,,,,,,,,,,
6.0050000000000000,21.275555974434400,13.962629023419000,-1.18226416311197E-11,,,,,,,,,,,,,,,,,,,,
6.0100000000000000,21.34536911955150,13.962629023419100,17.77649528441090,,,,,,,,,,,,,,,,,,,,
6.0150000000000000,21.415182264668600,14.059591724970300,47.403987425124600,,,,,,,,,,,,,,,,,,,,
6.0200000000000000,21.484995409785700,14.350479829624200,81.340932968182100,,,,,,,,,,,,,,,,,,,,
6.0250000000000000,21.554808554902800,15.223144143588000,49.020032451080100,,,,,,,,,,,,,,,,,,,,
6.0300000000000000,21.642074986299200,15.223144143588600,-49.020032450987100,,,,,,,,,,,,,,,,,,,,
6.0350000000000000,21.711888131416300,14.350479829625100,-81.340932968178100,,,,,,,,,,,,,,,,,,,,
6.04,21.781701276533400,14.059591724970700,-47.403987425171200,,,,,,,,,,,,,,,,,,,,
6.0450000000000000,21.851514421650500,13.962629023419200,-18.315176959750300,,,,,,,,,,,,,,,,,,,,
6.0500000000000000,21.921327566767500,13.962629023419000,-3.7707717270469300,,,,,,,,,,,,,,,,,,,,
6.0550000000000000,21.99114071188460,13.962629023418800,-0.53868167534284600,,,,,,,,,,,,,,,,,,,,
6.0600000000000000,22.060953857001700,13.962629023418300,-3.47869881049194E-11,,,,,,,,,,,,,,,,,,,,
6.0650000000000000,22.13076700211880,13.962629023418200,3.37705172468184E-11,,,,,,,,,,,,,,,,,,,,
6.0700000000000000,22.200580147235900,13.962629023418800,6.77285388266891E-11,,,,,,,,,,,,,,,,,,,,
6.0750000000000000,22.270393292353000,13.962629023419200,4.07871267624521E-11,,,,,,,,,,,,,,,,,,,,
6.0800000000000000,22.340206437470100,13.962629023419200,2.83230229393268E-12,,,,,,,,,,,,,,,,,,,,
6.085,22.410019582587200,13.962629023419100,-2.03195485129177E-11,,,,,,,,,,,,,,,,,,,,
6.0900000000000000,22.479832727704300,13.962629023419000,-3.23395631261929E-11,,,,,,,,,,,,,,,,,,,,
6.0950000000000000,22.549645872821400,13.962629023418900,-5.8432271367161E-11,,,,,,,,,,,,,,,,,,,,
6.1000000000000000,22.619459017938500,13.962629023418200,-3.8902214782863E-11,,,,,,,,,,,,,,,,,,,,
6.1050000000000000,22.68927216305560,13.962629023418200,3.8902214782863E-11,,,,,,,,,,,,,,,,,,,,
6.1100000000000000,22.759085308172700,13.962629023418900,5.8432271367161E-11,,,,,,,,,,,,,,,,,,,,
6.1150000000000000,22.828898453289800,13.962629023419000,3.27244404413962E-11,,,,,,,,,,,,,,,,,,,,
6.1200000000000000,22.898711598406900,13.962629023419100,2.26090751059226E-11,,,,,,,,,,,,,,,,,,,,
6.125,22.968524743524000,13.962629023419200,7.48043602369677E-12,,,,,,,,,,,,,,,,,,,,
6.1300000000000000,23.038337888641100,13.962629023419200,-2.02405993200555E-11,,,,,,,,,,,,,,,,,,,,
6.1350000000000000,23.108151033758100,13.962629023419000,-4.36391663546003E-11,,,,,,,,,,,,,,,,,,,,
6.1400000000000000,23.177964178875200,13.962629023418800,-5.66065712822217E-11,,,,,,,,,,,,,,,,,,,,
6.1450000000000000,23.247777323992300,13.962629023418300,0.53868167525144300,,,,,,,,,,,,,,,,,,,,
6.1500000000000000,23.31759046910940,13.962629023418200,3.7707717270373900,,,,,,,,,,,,,,,,,,,,
6.1550000000000000,23.387403614226500,13.962629023418800,18.315176959799700,,,,,,,,,,,,,,,,,,,,
6.1600000000000000,23.457216759343600,14.059591724970700,47.403987425230700,,,,,,,,,,,,,,,,,,,,
6.165,23.527029904460700,14.35047982962530,81.340932968226600,,,,,,,,,,,,,,,,,,,,
6.1700000000000000,23.596843049577800,15.223144143588900,49.020032451028000,,,,,,,,,,,,,,,,,,,,
6.1750000000000000,23.684109480974200,15.223144143588800,-49.020032451082000,,,,,,,,,,,,,,,,,,,,
6.1800000000000000,23.753922626091300,14.350479829625000,-81.340932968281300,,,,,,,,,,,,,,,,,,,,
6.1850000000000000,23.823735771208400,14.059591724969700,-47.403987425225300,,,,,,,,,,,,,,,,,,,,
6.1900000000000000,23.893548916325500,13.962629023418200,-18.315176959692300,,,,,,,,,,,,,,,,,,,,
6.1950000000000000,23.963362061442500,13.962629023418900,-3.7707717269450600,,,,,,,,,,,,,,,,,,,,
6.2000000000000000,24.033175206559600,13.962629023419000,-0.53868167525388100,,,,,,,,,,,,,,,,,,,,
6.2050000000000000,24.102988351676700,13.962629023419100,2.03195485129177E-11,,,,,,,,,,,,,,,,,,,,
6.21,24.172801496793800,13.962629023419200,-2.83230229393268E-12,,,,,,,,,,,,,,,,,,,,
6.2150000000000000,24.242614641910900,13.962629023419200,0.53868167524727800,,,,,,,,,,,,,,,,,,,,
6.2200000000000000,24.312427787028000,13.962629023418800,3.7707717269360700,,,,,,,,,,,,,,,,,,,,
6.2250000000000000,24.382240932145100,13.962629023418200,18.315176959697400,,,,,,,,,,,,,,,,,,,,
6.2300000000000000,24.452054077262200,14.059591724969800,47.403987425220600,,,,,,,,,,,,,,,,,,,,
6.2350000000000000,24.521867222379300,14.350479829624900,81.340932968276500,,,,,,,,,,,,,,,,,,,,
6.2400000000000000,24.591680367496400,15.223144143588800,49.020032451087300,,,,,,,,,,,,,,,,,,,,
6.2450000000000000,24.678946798892800,15.223144143589000,-49.020032451035200,,,,,,,,,,,,,,,,,,,,
6.25,24.748759944009900,14.350479829625100,-81.340932968224600,,,,,,,,,,,,,,,,,,,,
6.2550000000000000,24.81857308912700,14.059591724970600,-46.865305749906400,,,,,,,,,,,,,,,,,,,,
6.2600000000000000,24.888386234244000,13.962629023419200,-14.544405232755000,,,,,,,,,,,,,,,,,,,,
6.2650000000000000,24.95819937936110,13.962629023418900,14.544405232662600,,,,,,,,,,,,,,,,,,,,
6.2700000000000000,25.028012524478200,14.059591724969700,46.865305749855200,,,,,,,,,,,,,,,,,,,,
6.2750000000000000,25.097825669595300,14.350479829624200,81.340932968252900,,,,,,,,,,,,,,,,,,,,
6.2800000000000000,25.167638814712400,15.223144143588700,49.020032451107000,,,,,,,,,,,,,,,,,,,,
6.2850000000000000,25.254905246108800,15.223144143588800,-49.020032451015600,,,,,,,,,,,,,,,,,,,,
6.29,25.324718391225900,14.350479829625200,-81.340932968203000,,,,,,,,,,,,,,,,,,,,
6.2950000000000000,25.394531536343000,14.059591724970700,-46.865305749906400,,,,,,,,,,,,,,,,,,,,
6.3000000000000000,25.464344681460100,13.962629023419200,-14.54440523276950,,,,,,,,,,,,,,,,,,,,
6.3050000000000000,25.534157826577200,13.962629023418800,14.544405232660200,,,,,,,,,,,,,,,,,,,,
6.3100000000000000,25.60397097169430,14.059591724969700,46.865305749866000,,,,,,,,,,,,,,,,,,,,
6.3150000000000000,25.673784116811400,14.350479829624300,81.340932968251100,,,,,,,,,,,,,,,,,,,,
6.3200000000000000,25.74359726192850,15.223144143588600,49.020032451103000,,,,,,,,,,,,,,,,,,,,
6.3250000000000000,25.830863693324800,15.223144143588800,-49.020032451010400,,,,,,,,,,,,,,,,,,,,
6.3300000000000000,25.90067683844190,14.350479829625300,-80.802251292926100,,,,,,,,,,,,,,,,,,,,
6.335,25.970489983559000,14.059591724970600,-43.633215698197600,,,,,,,,,,,,,,,,,,,,
6.3400000000000000,26.040303128676100,13.962629023419000,-2.43163514015682E-11,,,,,,,,,,,,,,,,,,,,
6.3450000000000000,26.110116273793200,14.059591724970500,43.63321569813270,,,,,,,,,,,,,,,,,,,,
6.3500000000000000,26.179929418910300,14.350479829624400,80.80225129288440,,,,,,,,,,,,,,,,,,,,
6.3550000000000000,26.249742564027400,15.223144143587900,49.020032451069500,,,,,,,,,,,,,,,,,,,,
6.3600000000000000,26.337008995423700,15.223144143588600,-49.02003245098500,,,,,,,,,,,,,,,,,,,,
6.3650000000000000,26.406822140540800,14.350479829625200,-80.802251292902000,,,,,,,,,,,,,,,,,,,,
6.3700000000000000,26.476635285657900,14.059591724970600,-43.633215698176800,,,,,,,,,,,,,,,,,,,,
6.375,26.54644843077500,13.962629023419000,3.8783790993573E-12,,,,,,,,,,,,,,,,,,,,
6.3800000000000000,26.616261575892100,14.059591724970700,43.633215698172700,,,,,,,,,,,,,,,,,,,,
6.3850000000000000,26.68607472100920,14.350479829625100,80.802251292897500,,,,,,,,,,,,,,,,,,,,
6.3900000000000000,26.755887866126300,15.223144143588600,49.020032450990200,,,,,,,,,,,,,,,,,,,,
6.3950000000000000,26.84315429752270,15.223144143588000,-49.020032451078800,,,,,,,,,,,,,,,,,,,,
6.4000000000000000,26.912967442639800,14.350479829624200,-81.340932968179100,,,,,,,,,,,,,,,,,,,,
6.4050000000000000,26.982780587756900,14.059591724970300,-46.865305749832500,,,,,,,,,,,,,,,,,,,,
6.4100000000000000,27.052593732874000,13.962629023419200,-14.544405232686800,,,,,,,,,,,,,,,,,,,,
6.415,27.122406877991100,13.962629023419200,14.544405232731700,,,,,,,,,,,,,,,,,,,,
6.4200000000000000,27.192220023108200,14.059591724970600,46.865305749882600,,,,,,,,,,,,,,,,,,,,
6.4250000000000000,27.262033168225200,14.350479829625100,80.371305952673400,,,,,,,,,,,,,,,,,,,,
6.4300000000000000,27.331846313342300,15.223144143588700,48.696823445813800,,,,,,,,,,,,,,,,,,,,
6.4350000000000000,27.419112744738700,15.223144143587900,-49.127768786140800,,,,,,,,,,,,,,,,,,,,
6.4400000000000000,27.4889258898558,14.350479829624200,-81.340932968174000,,,,,,,,,,,,,,,,,,,,
6.4450000000000000,27.558739034972900,14.059591724970400,-47.403987425128100,,,,,,,,,,,,,,,,,,,,
6.4500000000000000,27.62855218009000,13.962629023419000,-18.315176959699100,,,,,,,,,,,,,,,,,,,,
6.4550000000000000,27.698365325207100,13.962629023419100,-3.7707717269833000,,,,,,,,,,,,,,,,,,,,
6.46,27.768178470324200,13.962629023419200,-0.5386816752890680,,,,,,,,,,,,,,,,,,,,
6.4650000000000000,27.837991615441300,13.962629023419200,-4.07871267624521E-11,,,,,,,,,,,,,,,,,,,,
6.4700000000000000,27.907804760558400,13.962629023418800,-6.77285388266891E-11,,,,,,,,,,,,,,,,,,,,
6.4750000000000000,27.977617905675500,13.962629023418200,-3.37705172468184E-11,,,,,,,,,,,,,,,,,,,,
6.4800000000000000,28.047431050792600,13.962629023418300,3.47869881049194E-11,,,,,,,,,,,,,,,,,,,,
6.4850000000000000,28.117244195909600,13.962629023418800,5.66065712822217E-11,,,,,,,,,,,,,,,,,,,,
