Time,Front Left Wheel Speed,Front Right Wheel Speed
0.0,0.0,0.0
0.009000062942504883,0.0,0.0
0.01900005340576172,0.0,0.0
0.029000043869018555,0.0,0.0
0.03900003433227539,0.0,0.0
0.04900002479553223,0.0,0.0
0.05900001525878906,0.0,0.0
0.0690000057220459,0.0,0.0
0.07800006866455078,0.0,0.0
0.08800005912780762,0.0,0.0
0.09800004959106445,0.0,0.0
0.10800004005432129,0.0,0.0
0.11800003051757812,0.0,0.0
0.12800002098083496,0.0,0.0
0.1380000114440918,0.0,0.0
0.14800000190734863,0.0,0.0
0.15799999237060547,0.0,0.0
0.1679999828338623,0.0,0.0
0.1770000457763672,0.0,0.0
0.18700003623962402,0.0,0.0
0.19700002670288086,0.0,0.0
0.2070000171661377,0.0,0.0
0.21700000762939453,0.0,0.0
0.22699999809265137,0.0,0.0
0.2369999885559082,0.0,0.0
0.24699997901916504,0.0,0.0
0.2569999694824219,0.0,0.0
0.2669999599456787,0.0,0.0
0.2760000228881836,0.0,0.0
0.28600001335144043,0.0,0.0
0.29600000381469727,0.0,0.0
0.3059999942779541,0.0,0.0
0.31599998474121094,0.0,0.0
0.3259999752044678,0.0,0.0
0.3359999656677246,0.0,0.0
0.34599995613098145,0.0,0.0
0.3559999465942383,0.0,0.0
0.3659999370574951,0.0,0.0
0.375,0.0,0.0
0.38499999046325684,0.0,0.0
0.39499998092651367,0.0,0.0
0.4049999713897705,0.0,0.0
0.41499996185302734,0.0,0.0
0.4249999523162842,0.0,0.0
0.434999942779541,0.0,0.0
0.44499993324279785,0.0,0.0
0.4549999237060547,0.0,0.0
0.4649999141693115,0.0,0.0
0.4739999771118164,0.0,0.0
0.48399996757507324,0.0,0.0
0.4939999580383301,0.0,0.0
0.5039999485015869,0.0,0.0
0.5169999599456787,0.0,0.0
0.5239999294281006,0.0,0.0
0.5339999198913574,0.0,0.0
0.5440001487731934,0.0,0.0
0.5540001392364502,0.0,0.0
0.564000129699707,0.0,0.0
0.5740001201629639,0.0,0.0
0.5840001106262207,0.0,0.0
0.5929999351501465,0.0,0.0
0.6029999256134033,0.0,0.0
0.6129999160766602,0.0,0.0
0.6230001449584961,0.0,0.0
0.6330001354217529,0.0,0.0
0.6430001258850098,0.0,0.0
0.6530001163482666,0.0,0.0
0.6630001068115234,0.0,0.0
0.6719999313354492,0.0,0.0
0.681999921798706,0.0,0.0
0.6919999122619629,0.0,0.0
0.7020001411437988,0.0,0.0
0.7120001316070557,0.0,0.0
0.7220001220703125,0.0,0.0
0.7350001335144043,0.0,0.0
0.7420001029968262,0.0,0.0
0.752000093460083,0.0,0.0
0.7620000839233398,0.0,0.0
0.7710001468658447,0.0,0.0
0.7810001373291016,0.0,0.0
0.7910001277923584,0.0,0.0
0.8010001182556152,0.0,0.0
0.8110001087188721,0.0,0.0
0.8210000991821289,0.0,0.0
0.8310000896453857,0.0,0.0
0.8410000801086426,0.0,0.0
0.8510000705718994,0.0,0.0
0.8610000610351562,0.0,0.0
0.8700001239776611,0.0,0.0
0.8810000419616699,0.0,0.0
0.8900001049041748,0.0,0.0
0.9000000953674316,0.0,0.0
0.9100000858306885,0.0,0.0
0.9200000762939453,0.0,0.0
0.9300000667572021,0.0,0.0
0.940000057220459,0.0,0.0
0.9500000476837158,0.0,0.0
0.9590001106262207,0.0,0.0
0.9700000286102295,0.0,0.0
0.9790000915527344,0.0,0.0
0.9890000820159912,0.0,0.0
1.002000093460083,0.0,0.0
1.0090000629425049,0.0,0.0
1.0190000534057617,0.0,0.0
1.0290000438690186,0.0,0.0
1.0390000343322754,0.0,0.0
1.0490000247955322,0.0,0.0
1.059000015258789,0.0,0.0
1.069000005722046,0.0,0.0
1.0789999961853027,0.0,0.0
1.0889999866485596,0.0,0.0
1.0989999771118164,0.0,0.0
