Time,Front Left Wheel Speed,Front Right Wheel Speed
0.0,0.0,0.0
0.009999990463256836,0.0,0.0
0.021999835968017578,0.0,0.0
0.029000043869018555,0.0,0.0
0.03900003433227539,0.0,0.0
0.04900002479553223,0.0,0.0
0.05900001525878906,0.0,0.0
0.0690000057220459,0.0,0.0
0.07899999618530273,0.0,0.0
0.08800005912780762,0.0,0.0
0.09800004959106445,0.0,0.0
0.10899996757507324,0.0,0.0
0.11800003051757812,0.0,0.0
0.12800002098083496,0.0,0.0
0.1380000114440918,0.0,0.0
0.14800000190734863,0.0,0.0
0.15799999237060547,0.0,0.0
0.1679999828338623,0.0,0.0
0.17799997329711914,0.0,0.0
0.18700003623962402,0.0,0.0
0.19700002670288086,0.0,0.0
0.20799994468688965,0.0,0.0
0.21700000762939453,0.0,0.0
0.22699999809265137,0.0,0.0
0.2369999885559082,0.0,0.0
0.24699997901916504,0.0,0.0
0.2569999694824219,0.0,0.0
0.2669999599456787,0.0,0.0
0.27699995040893555,0.0,0.0
0.28600001335144043,0.0,0.0
0.2999999523162842,0.0,0.0
0.3059999942779541,0.0,0.0
0.31599998474121094,0.0,0.0
0.3259999752044678,0.0,0.0
0.3359999656677246,0.0,0.0
0.34599995613098145,0.0,0.0
0.3559999465942383,0.0,0.0
0.3659999370574951,0.0,0.0
0.37599992752075195,0.0,0.0
0.38499999046325684,0.0,0.0
0.3959999084472656,0.0,0.0
0.4049999713897705,0.0,0.0
0.41499996185302734,0.0,0.0
0.4249999523162842,0.0,0.0
0.434999942779541,0.0,0.0
0.44499993324279785,0.0,0.0
0.4549999237060547,0.0,0.0
0.4649999141693115,0.0,0.0
0.47499990463256836,0.0,0.0
0.48399996757507324,0.0,0.0
0.4939999580383301,0.0,0.0
0.5039999485015869,0.0,0.0
0.5139999389648438,0.0,0.0
0.5239999294281006,0.0,0.0
0.5339999198913574,0.0,0.0
0.5439999103546143,0.0,0.0
0.5539999008178711,0.0,0.0
0.5639998912811279,0.0,0.0
0.5739998817443848,0.0,0.0
0.5829999446868896,0.0,0.0
0.5959999561309814,0.0,0.0
0.6029999256134033,0.0,0.0
0.6129999160766602,0.0,0.0
0.622999906539917,0.0,0.0
0.6329998970031738,0.0,0.0
0.6429998874664307,0.0,0.0
0.6529998779296875,0.0,0.0
0.6629998683929443,0.0,0.0
0.6719999313354492,0.0,0.0
0.681999921798706,0.0,0.0
0.6919999122619629,0.0,0.0
0.7029998302459717,0.0,0.0
0.7119998931884766,0.0,0.0
0.7219998836517334,0.0,0.0
0.7319998741149902,0.0,0.0
0.7419998645782471,0.0,0.0
0.7519998550415039,0.0,0.0
0.7619998455047607,0.0,0.0
0.7719998359680176,0.0,0.0
0.7809998989105225,0.0,0.0
0.7909998893737793,0.0,0.0
0.8009998798370361,0.0,0.0
0.810999870300293,0.0,0.0
0.8209998607635498,0.0,0.0
0.8309998512268066,0.0,0.0
0.8409998416900635,0.0,0.0
0.8509998321533203,0.0,0.0
0.8610000610351562,0.0,0.0
0.8710000514984131,0.0,0.0
0.8810000419616699,0.0,0.0
0.8910000324249268,0.0,0.0
0.9029998779296875,0.0,0.0
0.9099998474121094,0.0,0.0
0.9199998378753662,0.0,0.0
0.9300000667572021,0.0,0.0
0.9409999847412109,0.0,0.0
0.9489998817443848,0.0,0.0
0.9589998722076416,0.0,0.0
0.9689998626708984,0.0,0.0
0.9789998531341553,0.0,0.0
0.9889998435974121,0.0,0.0
0.998999834060669,0.0,0.0
1.0090000629425049,0.0,0.0
1.0190000534057617,0.0,0.0
1.0290000438690186,0.0,0.0
1.0390000343322754,0.0,0.0
1.0479998588562012,0.0,0.0
1.059000015258789,0.0,0.0
1.0679998397827148,0.0,0.0
1.0779998302459717,0.0,0.0
1.0880000591278076,0.0,0.0
1.0980000495910645,0.0,0.0
1.1080000400543213,0.0,0.0
1.1180000305175781,0.0,0.0
1.128000020980835,0.0,0.0
1.1380000114440918,0.0,0.0
1.1480000019073486,0.0,0.0
1.1570000648498535,0.0,0.0
1.1670000553131104,0.0,0.0
1.1770000457763672,0.0,0.0
1.187000036239624,0.0,0.0
1.1970000267028809,0.0,0.0
1.2070000171661377,0.0,0.0
1.2170000076293945,0.0,0.0
1.2269999980926514,0.0,0.0
1.2369999885559082,0.0,0.0
1.246999979019165,0.0,0.0
1.25600004196167,0.0,0.0
1.2669999599456787,0.0,0.0
1.2760000228881836,0.0,0.0
1.2860000133514404,0.0,0.0
1.2960000038146973,0.0,0.0
1.305999994277954,0.0,0.0
1.315999984741211,0.0,0.0
1.3259999752044678,0.0,0.0
1.3389999866485596,0.0,0.0
1.3450000286102295,0.0,0.0
1.3550000190734863,0.0,0.0
1.3650000095367432,0.0,0.0
1.375,0.0,0.0
1.3849999904632568,0.0,0.0
1.3959999084472656,0.0,0.0
1.4049999713897705,0.0,0.0
1.4149999618530273,0.0,0.0
1.4249999523162842,0.0,0.0
1.434999942779541,0.0,0.0
1.4449999332427979,0.0,0.0
1.4539999961853027,0.0,0.0
1.4639999866485596,0.0,0.0
1.4739999771118164,0.0,0.0
1.4839999675750732,0.0,0.0
1.49399995803833,0.0,0.0
1.503999948501587,0.0,0.0
1.5139999389648438,0.0,0.0
1.5239999294281006,0.0,0.0
1.5339999198913574,0.0,0.0
1.5439999103546143,0.0,0.0
1.5529999732971191,0.0,0.0
1.562999963760376,0.0,0.0
1.5729999542236328,0.0,0.0
1.5829999446868896,0.0,0.0
1.5929999351501465,0.0,0.0
1.6029999256134033,0.0,0.0
1.6129999160766602,0.0,0.0
1.622999906539917,0.0,0.0
1.6329998970031738,0.0,0.0
1.6449999809265137,0.0,0.0
1.6519999504089355,0.0,0.0
1.6619999408721924,0.0,0.0
1.6719999313354492,0.0,0.0
1.681999921798706,0.0,0.0
1.6929998397827148,0.0,0.0
1.7019999027252197,0.0,0.0
1.7119998931884766,0.0,0.0
1.7219998836517334,0.0,0.0
1.7319998741149902,0.0,0.0
1.741999864578247,0.0,0.0
1.751999855041504,0.0,0.0
1.7609999179840088,0.0,0.0
1.7709999084472656,0.0,0.0
1.7809998989105225,0.0,0.0
1.7909998893737793,0.0,0.0
1.8009998798370361,0.0,0.0
1.810999870300293,0.0,0.0
1.8209998607635498,0.0,0.0
1.8309998512268066,0.0,0.0
1.8409998416900635,0.0,0.0
1.8509998321533203,0.0,0.0
1.8599998950958252,0.0,0.0
1.869999885559082,0.0,0.0
1.8799998760223389,0.0,0.0
1.8899998664855957,0.0,0.0
1.8999998569488525,0.0,0.0
1.9099998474121094,0.0,0.0
1.9199998378753662,0.0,0.0
1.931999921798706,0.0,0.0
1.940000057220459,0.0,0.0
1.9500000476837158,0.0,0.0
1.9589998722076416,0.0,0.0
1.9689998626708984,0.0,0.0
1.9789998531341553,0.0,0.0
1.988999843597412,0.0,0.0
1.998999834060669,0.0,0.0
2.009000062942505,0.0,0.0
2.0190000534057617,0.0,0.0
2.0290000438690186,0.0,0.0
2.0390000343322754,0.0,0.0
2.0490000247955322,0.0,0.0
2.057999849319458,0.0,0.0
2.067999839782715,0.0,0.0
2.0779998302459717,0.0,0.0
2.0880000591278076,0.0,0.0
2.0980000495910645,0.0,0.0
2.1080000400543213,0.0,0.0
2.118000030517578,0.0,0.0
2.128000020980835,0.0,0.0
2.138000011444092,0.0,0.0
2.1469998359680176,0.0,0.0
2.1570000648498535,0.0,0.0
2.1670000553131104,0.0,0.0
2.177000045776367,0.0,0.0
2.187000036239624,0.0,0.0
2.197000026702881,0.0,0.0
2.2070000171661377,0.0,0.0
2.2170000076293945,0.0,0.0
2.2269999980926514,0.0,0.0
2.2360000610351562,0.0,0.0
2.246000051498413,0.0,0.0
2.25600004196167,0.0,0.0
2.2660000324249268,0.0,0.0
2.2760000228881836,0.0,0.0
2.2890000343322754,0.0,0.0
2.2960000038146973,0.0,0.0
2.305999994277954,0.0,0.0
2.315999984741211,0.0,0.0
2.3259999752044678,0.0,0.0
2.3350000381469727,0.0,0.0
2.3450000286102295,0.0,0.0
2.3550000190734863,0.0,0.0
2.365000009536743,0.0,0.0
2.375,0.0,0.0
2.384999990463257,0.0,0.0
2.3949999809265137,0.0,0.0
2.4049999713897705,0.0,0.0
2.4149999618530273,0.0,0.0
2.424999952316284,0.0,0.0
2.434000015258789,0.0,0.0
2.444000005722046,0.0,0.0
2.4539999961853027,0.0,0.0
2.4639999866485596,0.0,0.0
2.4739999771118164,0.0,0.0
2.4839999675750732,0.0,0.0
2.49399995803833,0.0,0.0
2.503999948501587,0.0,0.0
2.5139999389648438,0.0,0.0
2.5239999294281006,0.0,0.0
2.5339999198913574,0.0,0.0
2.5429999828338623,0.0,0.0
2.552999973297119,0.0,0.0
2.562999963760376,0.0,0.0
2.572999954223633,0.0,0.0
2.5829999446868896,0.0,0.0
2.5929999351501465,0.0,0.0
2.6029999256134033,0.0,0.0
2.61299991607666,0.0,0.0
2.622999906539917,0.0,0.0
2.634999990463257,0.0,0.0
2.6419999599456787,0.0,0.0
2.6519999504089355,0.0,0.0
2.6619999408721924,0.0,0.0
2.671999931335449,0.0,0.0
2.681999921798706,0.0,0.0
2.691999912261963,0.0,0.0
2.7019999027252197,0.0,0.0
